Imagem,Tipo,Gaussiano,PCC1,PCC2,limiar
6,,30,0.7291666865348816,0.6594641313742438,0.25
1,,40,0.7239583134651184,0.5673469387755102,0.25
2,,40,0.6791666746139526,0.5035238841033672,0.25
3,,40,0.7145833373069763,0.5986677768526228,0.25
4,,40,0.6666666865348816,0.5323224261771747,0.25
5,,40,0.6739583611488342,0.5213946117274167,0.25
6,,40,0.765625,0.6768558951965066,0.25
1,,50,0.7104166746139526,0.5508885298869144,0.25
2,,50,0.6666666865348816,0.5070643642072213,0.25
3,,50,0.6916666626930237,0.5323224261771747,0.25
4,,50,0.7229166626930237,0.566068515497553,0.25
5,,50,0.6666666865348816,0.5118110236220472,0.25
6,,50,0.7083333134651184,0.6216216216216216,0.25
1,10,,0.878125011920929,0.7827298050139275,0.5
2,10,,0.8697916865348816,0.7695852534562212,0.5
3,10,,0.8895833492279053,0.801125703564728,0.5
4,10,,0.8843749761581421,0.7927170868347339,0.5
5,10,,0.9177083373069763,0.8479307025986526,0.5
1,15,,0.8645833134651184,0.7614678899082569,0.5
2,15,,0.8635416626930237,0.7598533455545371,0.5
3,15,,0.8697916865348816,0.7695852534562212,0.5
4,15,,0.8427083492279053,0.7281728172817282,0.5
5,15,,0.8854166865348816,0.794392523364486,0.5
1,20,,0.9083333611488342,0.833810888252149,0.5
2,20,,0.84375,0.7297297297297297,0.5
3,20,,0.840624988079071,0.7250673854447439,0.5
4,20,,0.8458333611488342,0.7328519855595668,0.5
5,20,,0.8708333373069763,0.7712177121771218,0.5
1,Borda,,0.8791666626930237,0.7910447761194029,0.5
2,Borda,,0.8645833134651184,0.7712177121771218,0.5
3,Borda,,0.8812500238418579,0.8096135721017907,0.5
4,Borda,,0.8322916626930237,0.7359855334538878,0.5
5,Borda,,0.8729166388511658,0.7744916820702403,0.5
1,Centro,,0.8354166746139526,0.7204301075268817,0.5
2,Centro,,0.8270833492279053,0.7359855334538878,0.5
3,Centro,,0.84375,0.7297297297297297,0.5
4,Centro,,0.7927083373069763,0.6797900262467191,0.5
5,Centro,,0.8552083373069763,0.7518248175182481,0.5
1,EntreQuadros,,0.8947916626930237,0.8096135721017907,0.5
2,EntreQuadros,,0.8322916626930237,0.7173524150268337,0.5
3,EntreQuadros,,0.840624988079071,0.7297297297297297,0.5
4,EntreQuadros,,0.8791666626930237,0.8303145853193518,0.5
5,EntreQuadros,,0.9010416865348816,0.893491124260355,0.5
1,,10,0.6666666865348816,0.5533980582524272,0.5
2,,10,0.6812499761581421,0.5165876777251185,0.5
3,,10,0.7333333492279053,0.6452442159383034,0.5
4,,10,0.7520833611488342,0.6026711185308848,0.5
5,,10,0.7520833611488342,0.6013344453711427,0.5
6,,10,0.8531249761581421,0.7960710944808232,0.5
1,,20,0.6916666626930237,0.5286624203821656,0.5
2,,20,0.6958333253860474,0.5347721822541966,0.5
3,,20,0.7010416388511658,0.5409309791332263,0.5
4,,20,0.7604166865348816,0.6257408975444538,0.5
5,,20,0.690625011920929,0.5213946117274167,0.5
6,,20,0.8145833611488342,0.7630853994490359,0.5
1,,30,0.7239583134651184,0.5673469387755102,0.5
2,,30,0.7208333611488342,0.610738255033557,0.5
3,,30,0.7479166388511658,0.6312659303313509,0.5
4,,30,0.7833333611488342,0.6438356164383562,0.5
5,,30,0.6760416626930237,0.5153906866614049,0.5
6,,30,0.7208333611488342,0.6354344122657581,0.5
1,,40,0.6947916746139526,0.5471394037066881,0.5
2,,40,0.6697916388511658,0.5035238841033672,0.5
3,,40,0.6937500238418579,0.5546558704453441,0.5
4,,40,0.6979166865348816,0.5434083601286174,0.5
5,,40,0.6968749761581421,0.5347721822541966,0.5
6,,40,0.8104166388511658,0.7312894499549143,0.5
1,,50,0.6937500238418579,0.5311004784688995,0.5
2,,50,0.6666666865348816,0.5118110236220472,0.5
3,,50,0.6822916865348816,0.5201900237529691,0.5
4,,50,0.721875011920929,0.5854665565648225,0.5
5,,50,0.7229166626930237,0.566068515497553,0.5
6,,50,0.734375,0.648068669527897,0.5
1,10,,0.8864583373069763,0.7960710944808232,0.75
2,10,,0.8666666746139526,0.7647058823529411,0.75
3,10,,0.9010416865348816,0.8199052132701422,0.75
4,10,,0.9145833253860474,0.8426103646833013,0.75
5,10,,0.9166666865348816,0.8461538461538461,0.75
1,15,,0.9052083492279053,0.8268315889628924,0.75
2,15,,0.887499988079071,0.797752808988764,0.75
3,15,,0.8979166746139526,0.8147448015122873,0.75
4,15,,0.8531249761581421,0.7438692098092643,0.75
5,15,,0.8916666507720947,0.80620884289746,0.75
1,20,,0.90625,0.8285714285714286,0.75
2,20,,0.8729166388511658,0.7777777777777778,0.75
3,20,,0.8572916388511658,0.7502278942570647,0.75
4,20,,0.8656250238418579,0.7630853994490359,0.75
5,20,,0.8729166388511658,0.7744916820702403,0.75
1,Borda,,0.8791666626930237,0.7960710944808232,0.75
2,Borda,,0.8760416507720947,0.7877094972067039,0.75
3,Borda,,0.8812500238418579,0.8147448015122873,0.75
4,Borda,,0.828125,0.7344173441734417,0.75
5,Borda,,0.871874988079071,0.7728531855955678,0.75
1,Centro,,0.8697916865348816,0.7728531855955678,0.75
2,Centro,,0.8583333492279053,0.7598533455545371,0.75
3,Centro,,0.8604166507720947,0.7550274223034735,0.75
4,Centro,,0.8010416626930237,0.6856892010535558,0.75
5,Centro,,0.8447916507720947,0.7598533455545371,0.75
1,EntreQuadros,,0.8947916626930237,0.8096135721017907,0.75
2,EntreQuadros,,0.8395833373069763,0.7250673854447439,0.75
3,EntreQuadros,,0.8531249761581421,0.7486338797814208,0.75
4,EntreQuadros,,0.8739583492279053,0.8181818181818182,0.75
5,EntreQuadros,,0.9052083492279053,0.8953603158933859,0.75
1,,10,0.7364583611488342,0.6312659303313509,0.75
2,,10,0.7916666865348816,0.6551724137931034,0.75
3,,10,0.793749988079071,0.6580310880829016,0.75
4,,10,0.809374988079071,0.6856892010535558,0.75
5,,10,0.8500000238418579,0.7391304347826086,0.75
6,,10,0.8812500238418579,0.8514946962391514,0.75
1,,20,0.6937500238418579,0.5311004784688995,0.75
2,,20,0.7395833134651184,0.5880893300248139,0.75
3,,20,0.7250000238418579,0.5686274509803921,0.75
4,,20,0.7520833611488342,0.6026711185308848,0.75
5,,20,0.765625,0.6134453781512605,0.75
6,,20,0.8239583373069763,0.766329346826127,0.75
1,,30,0.6947916746139526,0.5323224261771747,0.75
2,,30,0.7177083492279053,0.5597075548334687,0.75
3,,30,0.762499988079071,0.6466552315608919,0.75
4,,30,0.8114583492279053,0.6827344434706398,0.75
5,,30,0.737500011920929,0.5880893300248139,0.75
6,,30,0.7770833373069763,0.7158176943699732,0.75
1,,40,0.6781250238418579,0.5311004784688995,0.75
2,,40,0.671875,0.5058823529411764,0.75
3,,40,0.6937500238418579,0.5724815724815725,0.75
4,,40,0.7114583253860474,0.5724815724815725,0.75
5,,40,0.715624988079071,0.5571776155717761,0.75
6,,40,0.840624988079071,0.7679558011049724,0.75
1,,50,0.7135416865348816,0.5546558704453441,0.75
2,,50,0.6666666865348816,0.5177865612648221,0.75
3,,50,0.706250011920929,0.5458937198067633,0.75
4,,50,0.7020833492279053,0.5533980582524272,0.75
5,,50,0.7239583134651184,0.5673469387755102,0.75
6,,50,0.7479166388511658,0.6523235800344234,0.75
1,10,,0.8968750238418579,0.8130311614730878,1
2,10,,0.8708333373069763,0.7712177121771218,1
3,10,,0.8999999761581421,0.8181818181818182,1
4,10,,0.9302083253860474,0.8713450292397661,1
5,10,,0.9197916388511658,0.8514946962391514,1
1,15,,0.909375011920929,0.833810888252149,1
2,15,,0.8916666507720947,0.8045112781954887,1
3,15,,0.9052083492279053,0.8268315889628924,1
4,15,,0.8635416626930237,0.7598533455545371,1
5,15,,0.893750011920929,0.807909604519774,1
1,20,,0.909375011920929,0.8355640535372849,1
2,20,,0.8885416388511658,0.8045112781954887,1
3,20,,0.862500011920929,0.7582417582417582,1
4,20,,0.8645833134651184,0.7614678899082569,1
5,20,,0.8770833611488342,0.7877094972067039,1
1,Borda,,0.8791666626930237,0.8096135721017907,1
2,Borda,,0.875,0.7843866171003717,1
3,Borda,,0.8812500238418579,0.8045112781954887,1
4,Borda,,0.8218749761581421,0.7312894499549143,1
5,Borda,,0.8687499761581421,0.7679558011049724,1
1,Centro,,0.875,0.7843866171003717,1
2,Centro,,0.8666666746139526,0.7695852534562212,1
3,Centro,,0.8666666746139526,0.7794253938832252,1
4,Centro,,0.8354166746139526,0.7344173441734417,1
5,Centro,,0.8531249761581421,0.7695852534562212,1
1,EntreQuadros,,0.8968750238418579,0.8130311614730878,1
2,EntreQuadros,,0.8374999761581421,0.7235188509874326,1
3,EntreQuadros,,0.859375,0.7598533455545371,1
4,EntreQuadros,,0.878125011920929,0.8199052132701422,1
5,EntreQuadros,,0.9260416626930237,0.9161676646706587,1
1,,10,0.7708333134651184,0.6271186440677966,1
2,,10,0.859375,0.7534246575342466,1
3,,10,0.7927083373069763,0.6566005176876618,1
4,,10,0.8187500238418579,0.7006200177147919,1
5,,10,0.8395833373069763,0.7235188509874326,1
6,,10,0.9052083492279053,0.8713450292397661,1
1,,20,0.684374988079071,0.5201900237529691,1
2,,20,0.7583333253860474,0.6120906801007556,1
3,,20,0.7541666626930237,0.6053511705685619,1
4,,20,0.7541666626930237,0.606694560669456,1
5,,20,0.8020833134651184,0.6739319965126417,1
6,,20,0.8760416507720947,0.8426103646833013,1
1,,30,0.6947916746139526,0.5323224261771747,1
2,,30,0.7364583611488342,0.5828524319868096,1
3,,30,0.7708333134651184,0.6271186440677966,1
4,,30,0.8197916746139526,0.6946160635481023,1
5,,30,0.7604166865348816,0.6175231676495366,1
6,,30,0.8322916626930237,0.7843866171003717,1
1,,40,0.6739583611488342,0.5372297838270617,1
2,,40,0.6937500238418579,0.5311004784688995,1
3,,40,0.7124999761581421,0.606694560669456,1
4,,40,0.7427083253860474,0.6053511705685619,1
5,,40,0.7229166626930237,0.5737704918032787,1
6,,40,0.8645833134651184,0.8028169014084507,1
1,,50,0.684374988079071,0.5201900237529691,1
2,,50,0.703125,0.5699100572363042,1
3,,50,0.7093750238418579,0.549636803874092,1
4,,50,0.7208333611488342,0.5737704918032787,1
5,,50,0.7250000238418579,0.5686274509803921,1
6,,50,0.824999988079071,0.7534246575342466,1
1,10,,0.9052083492279053,0.8268315889628924,1.25
2,10,,0.8822916746139526,0.7893755824790307,1.25
3,10,,0.903124988079071,0.8233618233618234,1.25
4,10,,0.9302083253860474,0.8695228821811101,1.25
5,10,,0.9114583134651184,0.8373205741626795,1.25
1,15,,0.9114583134651184,0.8373205741626795,1.25
2,15,,0.8999999761581421,0.8181818181818182,1.25
3,15,,0.9052083492279053,0.8268315889628924,1.25
4,15,,0.871874988079071,0.7728531855955678,1.25
5,15,,0.8927083611488342,0.80620884289746,1.25
1,20,,0.9166666865348816,0.8532818532818532,1.25
2,20,,0.9104166626930237,0.840843720038351,1.25
3,20,,0.8614583611488342,0.7566331198536139,1.25
4,20,,0.875,0.7777777777777778,1.25
5,20,,0.8864583373069763,0.7994376757263355,1.25
1,Borda,,0.8791666626930237,0.8096135721017907,1.25
2,Borda,,0.878125011920929,0.7877094972067039,1.25
3,Borda,,0.8812500238418579,0.7877094972067039,1.25
4,Borda,,0.8260416388511658,0.7297297297297297,1.25
5,Borda,,0.8552083373069763,0.7470427661510464,1.25
1,Centro,,0.8843749761581421,0.7843866171003717,1.25
2,Centro,,0.8687499761581421,0.7679558011049724,1.25
3,Centro,,0.878125011920929,0.801125703564728,1.25
4,Centro,,0.8583333492279053,0.766329346826127,1.25
5,Centro,,0.8510416746139526,0.7630853994490359,1.25
1,EntreQuadros,,0.8979166746139526,0.8147448015122873,1.25
2,EntreQuadros,,0.8343750238418579,0.7297297297297297,1.25
3,EntreQuadros,,0.862500011920929,0.7470427661510464,1.25
4,EntreQuadros,,0.890625,0.8285714285714286,1.25
5,EntreQuadros,,0.9281250238418579,0.9180819180819181,1.25
1,,10,0.7864583134651184,0.648068669527897,1.25
2,,10,0.8854166865348816,0.794392523364486,1.25
3,,10,0.7947916388511658,0.6594641313742438,1.25
4,,10,0.824999988079071,0.7112299465240641,1.25
5,,10,0.8510416746139526,0.7486338797814208,1.25
6,,10,0.9104166626930237,0.867704280155642,1.25
1,,20,0.6822916865348816,0.5177865612648221,1.25
2,,20,0.7979166507720947,0.6637781629116117,1.25
3,,20,0.7958333492279053,0.6608996539792388,1.25
4,,20,0.7364583611488342,0.5828524319868096,1.25
5,,20,0.8031250238418579,0.6783216783216783,1.25
6,,20,0.8833333253860474,0.8479307025986526,1.25
1,,30,0.6947916746139526,0.5323224261771747,1.25
2,,30,0.7520833611488342,0.6026711185308848,1.25
3,,30,0.8104166388511658,0.681260945709282,1.25
4,,30,0.7989583611488342,0.6652211621856028,1.25
5,,30,0.7739583253860474,0.6326530612244898,1.25
6,,30,0.8427083492279053,0.7893755824790307,1.25
1,,40,0.6770833134651184,0.5298804780876494,1.25
2,,40,0.7208333611488342,0.5635179153094463,1.25
3,,40,0.721875011920929,0.6161616161616161,1.25
4,,40,0.7322916388511658,0.5828524319868096,1.25
5,,40,0.7510416507720947,0.6026711185308848,1.25
6,,40,0.8666666746139526,0.8028169014084507,1.25
1,,50,0.6666666865348816,0.5,1.25
2,,50,0.7041666507720947,0.5647921760391198,1.25
3,,50,0.71875,0.5609756097560976,1.25
4,,50,0.7229166626930237,0.5673469387755102,1.25
5,,50,0.7281249761581421,0.5737704918032787,1.25
6,,50,0.8218749761581421,0.7454545454545455,1.25
1,10,,0.9041666388511658,0.8250950570342205,1.5
2,10,,0.8895833492279053,0.801125703564728,1.5
3,10,,0.90625,0.8285714285714286,1.5
4,10,,0.9229166507720947,0.8586640851887706,1.5
5,10,,0.9197916388511658,0.8514946962391514,1.5
1,15,,0.9010416865348816,0.8199052132701422,1.5
2,15,,0.9052083492279053,0.8268315889628924,1.5
3,15,,0.9041666388511658,0.8250950570342205,1.5
4,15,,0.8812500238418579,0.7877094972067039,1.5
5,15,,0.8958333134651184,0.8113207547169812,1.5
1,20,,0.9177083373069763,0.8479307025986526,1.5
2,20,,0.918749988079071,0.855072463768116,1.5
3,20,,0.875,0.7777777777777778,1.5
4,20,,0.8885416388511658,0.7994376757263355,1.5
5,20,,0.8916666507720947,0.8096135721017907,1.5
1,Borda,,0.8791666626930237,0.794392523364486,1.5
2,Borda,,0.8791666626930237,0.7827298050139275,1.5
3,Borda,,0.8833333253860474,0.7893755824790307,1.5
4,Borda,,0.8343750238418579,0.7158176943699732,1.5
5,Borda,,0.8531249761581421,0.7438692098092643,1.5
1,Centro,,0.8822916746139526,0.7810760667903525,1.5
2,Centro,,0.8708333373069763,0.7712177121771218,1.5
3,Centro,,0.8812500238418579,0.8164616840113529,1.5
4,Centro,,0.8583333492279053,0.766329346826127,1.5
5,Centro,,0.8635416626930237,0.7893755824790307,1.5
1,EntreQuadros,,0.9041666388511658,0.8250950570342205,1.5
2,EntreQuadros,,0.8489583134651184,0.7486338797814208,1.5
3,EntreQuadros,,0.893750011920929,0.7566331198536139,1.5
4,EntreQuadros,,0.8958333134651184,0.8426103646833013,1.5
5,EntreQuadros,,0.9291666746139526,0.9219219219219219,1.5
1,,10,0.8145833611488342,0.687170474516696,1.5
2,,10,0.8854166865348816,0.794392523364486,1.5
3,,10,0.8416666388511658,0.7266187050359713,1.5
4,,10,0.8218749761581421,0.7066666666666667,1.5
5,,10,0.8531249761581421,0.7598533455545371,1.5
6,,10,0.9145833253860474,0.875,1.5
1,,20,0.6895833611488342,0.5262321144674086,1.5
2,,20,0.8208333253860474,0.696113074204947,1.5
3,,20,0.800000011920929,0.6666666666666666,1.5
4,,20,0.7666666507720947,0.6216216216216216,1.5
5,,20,0.84375,0.7344173441734417,1.5
6,,20,0.9010416865348816,0.8568665377176016,1.5
1,,30,0.6927083134651184,0.5298804780876494,1.5
2,,30,0.7697916626930237,0.6257408975444538,1.5
3,,30,0.8197916746139526,0.6946160635481023,1.5
4,,30,0.815625011920929,0.7006200177147919,1.5
5,,30,0.8239583373069763,0.7021276595744681,1.5
6,,30,0.8364583253860474,0.7679558011049724,1.5
1,,40,0.6833333373069763,0.5396952686447474,1.5
2,,40,0.737500011920929,0.5841584158415841,1.5
3,,40,0.762499988079071,0.6188870151770658,1.5
4,,40,0.7458333373069763,0.6026711185308848,1.5
5,,40,0.7604166865348816,0.6148023549201009,1.5
6,,40,0.8635416626930237,0.7927170868347339,1.5
1,,50,0.6739583611488342,0.5082482325216026,1.5
2,,50,0.6968749761581421,0.549636803874092,1.5
3,,50,0.7479166388511658,0.6,1.5
4,,50,0.7229166626930237,0.566068515497553,1.5
5,,50,0.7270833253860474,0.5711947626841244,1.5
6,,50,0.8229166865348816,0.7407071622846781,1.5
